city,title,language,time,money
Харків,Team Lead,PHP,6р,4000
Дніпро,Senior,TypeScript,4р,4000
Київ,Senior,PHP,6р,4000
Київ,Middle,Java,8р,4000
Київ,Senior,TypeScript,5р,4000
Інше,Senior,PHP,3р,4000
Одеса,Senior,JavaScript,4р,4000
Львів,Senior,C# / .NET,4р,4000
Дніпро,Middle,Dart,5р,4000
Київ,Senior,PHP,3р,4000
Київ,Middle,Swift,3р,4000
Тернопіль,Senior,C# / .NET,5р,4000
Київ,Middle,TypeScript,3р,4000
Одеса,Middle,Java,4р,4000
Івано-Франківськ,Tech Lead,PHP,10р,4000
Київ,Team Lead,TypeScript,7р,4000
Вінниця,Senior,Scala,6р,4000
Київ,Senior,Kotlin,5р,4000
Харків,Senior,Python,6р,4000
Київ,Middle,JavaScript,4р,4000
Київ,Middle,Swift,3р,4000
Вінниця,Team Lead,TypeScript,7р,4000
Київ,Senior,JavaScript,9р,4000
Одеса,Senior,PHP,10р,4000
Київ,Senior,JavaScript,7р,4000
Одеса,Senior,TypeScript,7р,4000
Київ,Senior,Python,3р,4000
Запоріжжя,Middle,Kotlin,3р,4000
Запоріжжя,Senior,Go,4р,4000
Львів,Middle,JavaScript,6р,4000
Київ,Senior,PHP,6р,4000
Львів,Senior,C# / .NET,10р,4000
Київ,Senior,PHP,6р,4000
Київ,Senior,Dart,4р,4000
Львів,Middle,TypeScript,5р,4000
Київ,Senior,C++,5р,4000
Дніпро,Senior,JavaScript,7р,4000
Запоріжжя,Senior,PHP,6р,4000
Львів,Senior,C# / .NET,7р,4000
Одеса,Tech Lead,C,4р,4000
Дніпро,Senior,C# / .NET,8р,4000
Київ,Senior,JavaScript,6р,4000
Київ,Senior,C++,6р,4000
Львів,Middle,TypeScript,4р,4000
Київ,Senior,TypeScript,5р,4000
Київ,Senior,Python,5р,4000
Київ,Middle,Scala,4р,4000
Запоріжжя,Team Lead,PHP,8р,4000
Львів,Senior,Python,5р,4000
Львів,Senior,Java,5р,4000
Запоріжжя,Senior,PHP,7р,4000
Кривий Ріг,Middle,Python,6р,4000
Київ,Tech Lead,PHP,8р,4000
Київ,Middle,Java,3р,4000
Ужгород,Senior,PHP,8р,4000
Київ,Senior,PHP,7р,4000
Київ,Middle,Ruby,6р,4000
Харків,Middle,Salesforce Apex,10р,4000
Київ,Middle,TypeScript,4р,4000
Львів,Middle,Python,4р,4000
Київ,Senior,PHP,6р,4000
Київ,Middle,Python,8р,4000
Харків,Senior,PHP,5р,4000
Київ,Senior,Java,5р,4000
Харків,Senior,SQL,8р,4000
Київ,Middle,Python,6р,4000
Київ,Senior,Java,8р,4000
Київ,Senior,JavaScript,8р,4000
Київ,Middle,C++,5р,4000
Київ,Senior,Kotlin,4р,4000
Луцьк,Senior,TypeScript,9р,4000
Дніпро,Senior,Kotlin,7р,4000
Київ,Team Lead,PHP,10р,4000
Київ,Senior,PHP,10р,4000
Інше,Senior,C# / .NET,7р,4000
Львів,Senior,JavaScript,5р,4000
Київ,Team Lead,PHP,7р,4000
Харків,Team Lead,Pascal/Delphi,10р,4000
Київ,Senior,Dart,10р,4000
Миколаїв,Team Lead,Dart,6р,4000
Одеса,Senior,PHP,5р,4000
Львів,Middle,C# / .NET,5р,4000
Харків,Middle,JavaScript,3р,4000
Львів,Senior,Java,5р,4000
Полтава,Team Lead,C# / .NET,10р,4000
Київ,Senior,Rust,4р,4000
Київ,Senior,C++,10р,4000
Одеса,Senior,JavaScript,7р,4000
Київ,Senior,Python,5р,4000
Житомир,Tech Lead,JavaScript,10р,4000
Київ,Senior,Swift,8р,4000
Львів,Senior,C++,6р,4000
Чернівці,Senior,Java,4р,4000
Київ,Senior,C# / .NET,5р,4000
Львів,Senior,Kotlin,4р,4000
Київ,Senior,JavaScript,5р,4000
Одеса,Senior,Kotlin,9р,4000
Київ,Middle,C# / .NET,4р,4000
Львів,Senior,C# / .NET,4р,4000
Київ,Senior,C++,5р,4000
Дніпро,Senior,JavaScript,6р,4000
Харків,Senior,Ruby,5р,4000
Харків,Senior,JavaScript,7р,4000
Харків,Team Lead,C# / .NET,4р,4000
Житомир,Senior,JavaScript,7р,4000
Київ,Senior,JavaScript,5р,4000
Харків,Senior,TypeScript,5р,4000
Київ,Team Lead,JavaScript,9р,4000
Харків,Senior,Java,4р,4000
Дніпро,Senior,JavaScript,9р,4000
Харків,Senior,PHP,10р,4000
Київ,Middle,JavaScript,9р,4000
Харків,Team Lead,Java,10р,4000
Київ,Senior,JavaScript,5р,4000
Київ,Team Lead,JavaScript,5р,4000
Івано-Франківськ,Team Lead,PHP,9р,4000
Дніпро,Senior,JavaScript,5р,4000
Херсон,Middle,C# / .NET,2р,4000
Київ,Middle,Kotlin,5р,4000
Львів,Senior,JavaScript,4р,4000
Київ,Senior,C# / .NET,9р,4000
Харків,Senior,PHP,10р,4000
Київ,Team Lead,C# / .NET,6р,4000
Харків,Team Lead,JavaScript,4р,4000
Одеса,Senior,Kotlin,5р,4000
Черкаси,Senior,JavaScript,6р,4000
Львів,Senior,Python,4р,4000
Київ,Team Lead,Go,8р,4000
Львів,Senior,Ruby,8р,4000
Хмельницький,Senior,Kotlin,6р,4000
Київ,Senior,TypeScript,5р,4000
Одеса,Senior,PHP,10р,4000
Київ,Senior,JavaScript,5р,4000
Вінниця,Tech Lead,TypeScript,10р,4000
Київ,Senior,Python,5р,4000
Харків,Team Lead,Java,10р,4000
Київ,Senior,TypeScript,7р,4000
Київ,Senior,Kotlin,7р,4000
Київ,Senior,C++,4р,4000
Київ,Tech Lead,C# / .NET,5р,4000
Київ,Senior,Python,6р,4000
Одеса,Middle,PHP,5р,4000
Одеса,Middle,Go,6р,4000
Київ,Senior,Swift,9р,4000
Київ,Tech Lead,TypeScript,8р,4000
Львів,Senior,PHP,5р,4000
Київ,Senior,C# / .NET,9р,4000
Київ,Senior,TypeScript,6р,4000
Львів,Senior,Java,5р,4000
Київ,Senior,C# / .NET,10р,4000
Київ,Team Lead,Salesforce Apex,5р,4000
Київ,Senior,Scala,4р,4000
Київ,Senior,C# / .NET,6р,4000
Київ,Senior,Python,10р,4000
Київ,Senior,C# / .NET,9р,4000
Київ,Senior,JavaScript,5р,4000
Полтава,Middle,Salesforce Apex,10р,4000
Львів,Senior,C# / .NET,6р,4000
Київ,Senior,Python,9р,4000
Харків,Senior,C# / .NET,8р,4000
Київ,Middle,Java,7р,4000
Дніпро,Senior,Java,10р,4000
Харків,Senior,Java,5р,4000
Черкаси,Senior,JavaScript,7р,4000
Харків,Team Lead,PHP,7р,4000
Львів,Tech Lead,PHP,10р,4000
Одеса,Senior,PHP,7р,4000
Львів,Senior,Kotlin,5р,4000
Київ,Senior,TypeScript,7р,4000
Вінниця,Senior,Java,10р,4000
Київ,Senior,PHP,10р,4000
Харків,Senior,C# / .NET,10р,4000
Київ,Senior,Swift,10р,4000
Харків,Senior,Dart,10р,4000
Івано-Франківськ,Senior,Java,10р,4000
Київ,Senior,Perl,10р,4000
Одеса,Senior,Java,10р,4000
Львів,Architect,Python,5р,4000
Харків,Team Lead,Java,10р,4000
Київ,Team Lead,PHP,7р,4000
Дніпро,Senior,JavaScript,6р,4000
Дніпро,Senior,JavaScript,5р,4000
Кропивницький,Tech Lead,Python,10р,4000
Львів,Senior,Swift,10р,4000
Суми,Senior,PHP,7р,4000
Львів,Senior,PHP,8р,4000
Харків,Team Lead,PHP,8р,4000
Київ,Senior,PHP,10р,4000
Одеса,Senior,Java,10р,4000
Кривий Ріг,Team Lead,JavaScript,10р,4000
Київ,Team Lead,JavaScript,9р,4000
Львів,Team Lead,PHP,10р,4000
Київ,Senior,PHP,5р,4000
Київ,Senior,TypeScript,10р,4000
Івано-Франківськ,Senior,Java,5р,4000
Київ,Senior,PHP,8р,4000
Дніпро,Middle,PHP,6р,4000
Дніпро,Team Lead,Java,7р,4000
Харків,Senior,C# / .NET,7р,4000
Харків,Team Lead,C# / .NET,9р,4000
Вінниця,Middle,JavaScript,3р,4000
Київ,Middle,C# / .NET,5р,4000
Київ,Senior,Java,7р,4000
Дніпро,Senior,Python,6р,4000
Київ,Senior,JavaScript,6р,4000
Харків,Tech Lead,JavaScript,6р,4000
Львів,Senior,C# / .NET,8р,4000
Київ,Middle,JavaScript,3р,4000
Одеса,Senior,PHP,7р,4000
Київ,Senior,TypeScript,10р,4000
Київ,Senior,TypeScript,10р,4000
Київ,Team Lead,Java,6р,4000
Львів,Senior,Ruby,5р,4000
Дніпро,Senior,C# / .NET,5р,4000
Київ,Middle,C++,8р,4000
Дніпро,Senior,PHP,10р,4000
Київ,Senior,C# / .NET,10р,4000
Харків,Senior,C# / .NET,6р,4000
Київ,Senior,SQL,6р,4000
Київ,Senior,TypeScript,6р,4000
Харків,Senior,C# / .NET,10р,4000
Київ,Senior,Java,9р,4000
Київ,Senior,Java,10р,4000
Харків,Architect,Pascal/Delphi,10р,4000
Київ,Senior,C++,10р,4000
Київ,Middle,Swift,9р,4000
Київ,Senior,C++,10р,4000
Чернівці,Senior,C# / .NET,9р,4000
Харків,Senior,PHP,10р,4000
Вінниця,Senior,Swift,10р,4000
Одеса,Senior,Java,10р,4000
Київ,Team Lead,PHP,7р,4000
Харків,Senior,Java,7р,4000
Одеса,Middle,Kotlin,8р,4000
Київ,Senior,PHP,10р,4000
Інше,Senior,C# / .NET,10р,4000
Львів,Senior,PHP,6р,4000
Вінниця,Team Lead,Swift,10р,4000
Київ,Senior,Java,6р,4000
Харків,Team Lead,C# / .NET,8р,4000
Дніпро,Senior,C# / .NET,7р,4000
Харків,Senior,C# / .NET,10р,4000
Харків,Senior,PHP,10р,4000
Київ,Senior,C++,10р,4000
Київ,Senior,Java,6р,4000
Львів,Senior,Kotlin,6р,4000
Київ,Team Lead,TypeScript,5р,4000
Київ,Senior,Objective-C,10р,4000
Київ,Senior,TypeScript,10р,4000
Київ,Senior,Java,10р,4000
Київ,Middle,Java,7р,4000
Київ,Team Lead,JavaScript,10р,4000
Київ,Tech Lead,C# / .NET,10р,4000
Київ,Senior,Java,10р,4000
Львів,Senior,TypeScript,10р,4000
Харків,Senior,C# / .NET,10р,4000
Київ,Senior,TypeScript,10р,4000
Харків,Senior,JavaScript,10р,4000
Київ,Senior,PHP,10р,4000
Львів,Architect,C,10р,4000
Київ,Tech Lead,Python,8р,4000
Київ,Middle,PHP,7р,4000
Черкаси,Team Lead,Java,7р,4000
Київ,Middle,Python,6р,4000
Київ,Middle,Ruby,5р,4000
Миколаїв,Senior,Kotlin,7р,4000
Київ,Senior,C# / .NET,10р,4000
Київ,Senior,TypeScript,5р,4000
Київ,Senior,Ruby,10р,4000
Дніпро,Senior,Java,6р,4000
Київ,Senior,C++,9р,4000
Київ,Senior,C# / .NET,7р,4000
Київ,Senior,C# / .NET,10р,4000
Львів,Senior,C# / .NET,10р,4000
Харків,Senior,TypeScript,5р,4000
Івано-Франківськ,Team Lead,JavaScript,8р,4000
Маріуполь,Team Lead,C# / .NET,10р,4000
Львів,Senior,Java,5р,4000
Київ,Senior,C# / .NET,10р,4000
Полтава,Tech Lead,TypeScript,10р,4000
Київ,Middle,Java,10р,4000
Дніпро,Senior,JavaScript,10р,4000
Київ,Architect,PHP,10р,4000
Київ,Senior,C++,10р,4000
Чернігів,Senior,TypeScript,4р,4000
Харків,Team Lead,C# / .NET,10р,4000
Київ,Senior,Java,10р,4000
Львів,Senior,C++,10р,4000
Київ,Team Lead,C# / .NET,9р,4000
Інше,Middle,Objective-C,9р,4000
Київ,Senior,C# / .NET,10р,4000
Дніпро,Tech Lead,TypeScript,6р,4000
Київ,Senior,C# / .NET,9р,4000
Київ,Senior,PHP,10р,4000
Київ,Senior,PHP,7р,4000
Харків,Senior,C# / .NET,9р,4000
Київ,Middle,Java,5р,4000
Київ,Senior,JavaScript,6р,4000
Харків,Team Lead,C# / .NET,6р,4000
Київ,Senior,C++,7р,4000
Київ,Senior,Python,5р,4000
Харків,Tech Lead,Java,10р,4000
Дніпро,Middle,Swift,5р,4000
Харків,Architect,C# / .NET,10р,4000
Київ,Senior,JavaScript,6р,4000
Київ,Intern/Trainee,TypeScript,"0,25р",400
Рівне,Intern/Trainee,TypeScript,"0,25р",400
Одеса,Intern/Trainee,Salesforce Apex,"0,25р",400
Львів,Intern/Trainee,Java,"0,5р",400
Харків,Junior,PHP,"0,5р",400
Львів,Junior,JavaScript,"0,5р",400
Кривий Ріг,Junior,C# / .NET,"0,5р",400
Львів,Junior,JavaScript,"0,25р",400
Одеса,Junior,Dart,"0,25р",400
Львів,Junior,Java,"0,5р",400
Житомир,Junior,JavaScript,"0,25р",400
Ужгород,Junior,JavaScript,"1,5р",400
Київ,Junior,C# / .NET,1р,400
Одеса,Middle,PHP,4р,400
Львів,Intern/Trainee,C# / .NET,"0,25р",400
Черкаси,Junior,Swift,"0,25р",400
Інше,Intern/Trainee,Swift,"0,25р",400
Дніпро,Junior,JavaScript,2р,400
Івано-Франківськ,Junior,TypeScript,"0,5р",400
Черкаси,Middle,Pascal/Delphi,10р,400
Львів,Intern/Trainee,C# / .NET,"0,25р",400
Харків,Junior,JavaScript,"0,5р",400
Київ,Intern/Trainee,JavaScript,1р,400
Львів,Junior,TypeScript,"0,25р",400
Кропивницький,Intern/Trainee,PHP,"0,25р",400
Харків,Intern/Trainee,C# / .NET,"0,25р",400
Київ,Junior,JavaScript,"0,25р",400
Харків,Intern/Trainee,C# / .NET,"0,25р",400
Вінниця,Junior,JavaScript,"0,5р",400
Львів,Junior,Kotlin,"0,5р",400
Одеса,Junior,JavaScript,2р,400
Харків,Intern/Trainee,JavaScript,"0,5р",400
Київ,Intern/Trainee,JavaScript,"0,25р",400
Одеса,Intern/Trainee,PHP,"0,25р",400
Одеса,Junior,Kotlin,"0,5р",400
Інше,Middle,JavaScript,5р,400
Одеса,Middle,PHP,3р,400
Київ,Senior,C# / .NET,10р,3990
Київ,Senior,C# / .NET,7р,3980
Львів,Senior,TypeScript,5р,3950
Одеса,Middle,C++,3р,3950
Інше,Senior,PHP,5р,3950
Інше,Senior,TypeScript,6р,3950
Івано-Франківськ,Senior,TypeScript,8р,3950
Львів,Senior,JavaScript,5р,3950
Київ,Senior,C# / .NET,6р,3950
Львів,Senior,JavaScript,5р,3950
Київ,Senior,Java,10р,3950
Львів,Senior,Java,6р,3950
Київ,Senior,Java,10р,3950
Вінниця,Senior,JavaScript,7р,3950
Львів,Senior,Kotlin,10р,3950
Київ,Senior,C# / .NET,10р,3950
Львів,Senior,Java,4р,3940
Київ,Middle,TypeScript,3р,3940
Київ,Senior,C++,10р,3933
Львів,Team Lead,Java,3р,3930
Харків,Senior,JavaScript,4р,3900
Запоріжжя,Middle,TypeScript,5р,3900
Київ,Senior,PHP,6р,3900
Харків,Senior,Java,5р,3900
Львів,Middle,JavaScript,5р,3900
Львів,Senior,Kotlin,8р,3900
Харків,Senior,TypeScript,4р,3900
Харків,Senior,C# / .NET,8р,3900
Київ,Middle,TypeScript,6р,3900
Харків,Senior,Java,10р,3900
Київ,Senior,C# / .NET,5р,3900
Київ,Senior,C# / .NET,10р,3900
Київ,Middle,C# / .NET,4р,3900
Одеса,Senior,PHP,10р,3900
Маріуполь,Senior,Kotlin,10р,3900
Вінниця,Senior,C# / .NET,5р,3900
Харків,Senior,TypeScript,7р,3900
Київ,Senior,JavaScript,7р,3900
Київ,Tech Lead,Go,7р,3900
Чернігів,Senior,Java,10р,3900
Львів,Team Lead,C,10р,3900
Київ,Senior,C# / .NET,10р,3900
Львів,Middle,Ruby,3р,3900
Львів,Senior,JavaScript,10р,3900
Харків,Senior,Swift,9р,3900
Київ,Senior,TypeScript,7р,3900
Харків,Senior,C# / .NET,10р,3900
Інше,Junior,JavaScript,"0,5р",390
Київ,Team Lead,C# / .NET,3р,3895
Вінниця,Senior,TypeScript,10р,3895
Чернівці,Tech Lead,Java,5р,3870
Львів,Senior,PHP,9р,3860
Харків,Middle,JavaScript,5р,3850
Дніпро,Middle,Python,3р,3850
Київ,Senior,TypeScript,6р,3850
Івано-Франківськ,Senior,"Мови розробки БД (PL/SQL, Transact-SQL)",6р,3850
Львів,Team Lead,C# / .NET,10р,3850
Львів,Senior,JavaScript,6р,3850
Київ,Senior,Swift,6р,3850
Дніпро,Senior,JavaScript,10р,3850
Львів,Senior,Ruby,10р,3850
Тернопіль,Senior,JavaScript,10р,3822
Київ,Senior,C++,9р,3814
Одеса,Middle,PHP,4р,3800
Київ,Junior,Python,"1,5р",3800
Харків,Middle,TypeScript,3р,3800
Харків,Senior,TypeScript,5р,3800
Київ,Middle,Java,10р,3800
Тернопіль,Middle,JavaScript,3р,3800
Харків,Middle,JavaScript,10р,3800
Київ,Senior,Java,5р,3800
Львів,Senior,C# / .NET,4р,3800
Одеса,Middle,C# / .NET,3р,3800
Чернівці,Senior,JavaScript,7р,3800
Львів,Middle,JavaScript,3р,3800
Львів,Middle,C# / .NET,4р,3800
Львів,Senior,Java,7р,3800
Київ,Middle,TypeScript,4р,3800
Одеса,Middle,JavaScript,4р,3800
Львів,Middle,C# / .NET,4р,3800
Київ,Middle,JavaScript,6р,3800
Харків,Middle,Java,4р,3800
Черкаси,Senior,JavaScript,7р,3800
Черкаси,Senior,PHP,6р,3800
Вінниця,Middle,JavaScript,9р,3800
Львів,Middle,TypeScript,4р,3800
Львів,Senior,TypeScript,3р,3800
Київ,Senior,JavaScript,6р,3800
Черкаси,Team Lead,Swift,6р,3800
Київ,Senior,Kotlin,7р,3800
Київ,Senior,Kotlin,9р,3800
Одеса,Senior,JavaScript,9р,3800
Київ,Senior,TypeScript,4р,3800
Вінниця,Middle,TypeScript,4р,3800
Київ,Middle,JavaScript,5р,3800
Харків,Senior,JavaScript,5р,3800
Запоріжжя,Senior,PHP,5р,3800
Київ,Middle,TypeScript,10р,3800
Київ,Middle,JavaScript,8р,3800
Київ,Middle,Kotlin,3р,3800
Одеса,Senior,PHP,3р,3800
Івано-Франківськ,Middle,TypeScript,4р,3800
Одеса,Senior,Kotlin,10р,3800
Київ,Senior,C# / .NET,4р,3800
Київ,Senior,C++,8р,3800
Одеса,Senior,JavaScript,5р,3800
Київ,Middle,JavaScript,3р,3800
Одеса,Senior,C++,7р,3800
Київ,Senior,C++,4р,3800
Дніпро,Senior,C# / .NET,9р,3800
Харків,Senior,PHP,9р,3800
Київ,Senior,PHP,7р,3800
Луцьк,Senior,PHP,5р,3800
Київ,Senior,C# / .NET,10р,3800
Харків,Senior,JavaScript,5р,3800
Київ,Middle,Java,4р,3800
Одеса,Team Lead,C# / .NET,10р,3800
Київ,Middle,C# / .NET,3р,3800
Київ,Senior,C# / .NET,10р,3800
Київ,Middle,C# / .NET,4р,3800
Львів,Team Lead,Java,5р,3800
Херсон,Senior,JavaScript,9р,3800
Львів,Team Lead,C# / .NET,8р,3800
Львів,Senior,Kotlin,5р,3800
Київ,Senior,TypeScript,9р,3800
Дніпро,Senior,C++,10р,3800
Київ,Senior,Java,3р,3800
Київ,Tech Lead,PHP,10р,3800
Харків,Tech Lead,Swift,10р,3800
Київ,Senior,ABAP,10р,3800
Львів,Senior,Java,10р,3800
Київ,Middle,Swift,9р,3800
Київ,Senior,Java,6р,3800
Київ,Senior,C# / .NET,10р,3800
Київ,Senior,PHP,7р,3800
Харків,Senior,Kotlin,9р,3800
Дніпро,Team Lead,TypeScript,9р,3800
Чернігів,Tech Lead,PHP,10р,3800
Київ,Senior,Go,10р,3800
Київ,Senior,C# / .NET,10р,3800
Київ,Senior,Swift,6р,3800
Київ,Senior,Kotlin,6р,3800
Дніпро,Senior,JavaScript,6р,3800
Київ,Senior,C++,10р,3800
Київ,Senior,PHP,8р,3800
Львів,Senior,C# / .NET,6р,3800
Одеса,Tech Lead,Java,10р,3800
Харків,Senior,Java,6р,3800
Київ,Middle,TypeScript,8р,3800
Київ,Senior,JavaScript,6р,3800
Дніпро,Team Lead,JavaScript,10р,3800
Київ,Senior,C++,10р,3800
Івано-Франківськ,Senior,ABAP,10р,3800
Львів,Team Lead,Kotlin,6р,3800
Вінниця,Team Lead,JavaScript,10р,3800
Харків,Tech Lead,PHP,10р,3800
Дніпро,Senior,JavaScript,6р,3800
Київ,Team Lead,C# / .NET,4р,3800
Чернівці,Senior,JavaScript,8р,3800
Київ,Middle,Java,5р,3800
Миколаїв,Senior,TypeScript,9р,3800
Харків,Senior,JavaScript,6р,3800
Київ,Tech Lead,C,10р,3800
Київ,Senior,JavaScript,10р,3800
Київ,Senior,C# / .NET,7р,3800
Київ,Senior,C# / .NET,10р,3800
Херсон,Tech Lead,JavaScript,10р,3800
Київ,Junior,C# / .NET,1р,380
Івано-Франківськ,Intern/Trainee,Ruby,"0,5р",380
Київ,Junior,TypeScript,"0,25р",380
Харків,Junior,JavaScript,5р,380
Дніпро,Intern/Trainee,TypeScript,"1,5р",380
Львів,Middle,Go,5р,3755
Львів,Middle,Ruby,3р,3750
Миколаїв,Middle,C# / .NET,3р,3750
Одеса,Senior,Python,7р,3750
Вінниця,Senior,Objective-C,10р,3750
Рівне,Senior,JavaScript,4р,3750
Львів,Middle,JavaScript,4р,3750
Харків,Senior,Java,3р,3750
Київ,Middle,JavaScript,4р,3750
Львів,Middle,Ruby,3р,3750
Дніпро,Senior,C# / .NET,3р,3750
Київ,Senior,C# / .NET,6р,3750
Київ,Middle,C# / .NET,7р,3750
Львів,Middle,JavaScript,4р,3750
Київ,Middle,C# / .NET,5р,3750
Харків,Middle,JavaScript,4р,3750
Вінниця,Senior,C# / .NET,6р,3750
Харків,Senior,Kotlin,6р,3750
Львів,Senior,PHP,10р,3750
Львів,Senior,TypeScript,5р,3750
Львів,Senior,Java,9р,3750
Житомир,Senior,Scala,6р,3750
Львів,Senior,SQL,10р,3750
Житомир,Tech Lead,C# / .NET,9р,3750
Ужгород,Junior,TypeScript,1р,375
Харків,Senior,C# / .NET,6р,3744
Харків,Senior,C# / .NET,5р,3705
Київ,Senior,C# / .NET,4р,3700
Вінниця,Middle,PHP,4р,3700
Одеса,Team Lead,Salesforce Apex,3р,3700
Одеса,Middle,JavaScript,8р,3700
Київ,Senior,Java,7р,3700
Харків,Middle,C# / .NET,5р,3700
Львів,Middle,TypeScript,6р,3700
Ужгород,Senior,PHP,10р,3700
Львів,Middle,Go,6р,3700
Дніпро,Middle,C# / .NET,5р,3700
Тернопіль,Tech Lead,C# / .NET,8р,3700
Київ,Middle,PHP,3р,3700
Львів,Senior,PHP,8р,3700
Черкаси,Middle,PHP,3р,3700
Харків,Senior,Swift,5р,3700
Київ,Middle,PHP,10р,3700
Харків,Middle,TypeScript,10р,3700
Чернівці,Senior,C# / .NET,6р,3700
Київ,Senior,JavaScript,6р,3700
Чернігів,Senior,PHP,5р,3700
Київ,Senior,PHP,5р,3700
Запоріжжя,Senior,PHP,7р,3700
Інше,Middle,JavaScript,3р,3700
Львів,Senior,TypeScript,5р,3700
Львів,Senior,C# / .NET,10р,3700
Херсон,Senior,JavaScript,10р,3700
Львів,Middle,Dart,5р,3700
Харків,Middle,Java,6р,3700
Київ,Middle,Scala,7р,3700
Львів,Senior,Java,5р,3700
Львів,Middle,Python,5р,3700
Львів,Tech Lead,C++,7р,3700
Львів,Middle,Swift,4р,3700
Чернівці,Senior,Python,4р,3700
Харків,Senior,C# / .NET,5р,3700
Київ,Middle,C++,7р,3700
Київ,Middle,Kotlin,6р,3700
Івано-Франківськ,Tech Lead,Java,10р,3700
Рівне,Tech Lead,C# / .NET,7р,3700
Дніпро,Senior,Swift,9р,3700
Луцьк,Senior,PHP,6р,3700
Черкаси,Middle,Java,8р,3700
Київ,Middle,C# / .NET,10р,3700
Чернівці,Senior,C# / .NET,5р,3700
Львів,Senior,Kotlin,4р,3700
Одеса,Tech Lead,Java,10р,3700
Тернопіль,Middle,PHP,10р,3700
Харків,Team Lead,C# / .NET,4р,3700
Київ,Senior,C++,6р,3700
Дніпро,Senior,C++,7р,3700
Харків,Middle,Java,10р,3700
Вінниця,Senior,C# / .NET,10р,3700
Київ,Senior,PHP,10р,3700
Київ,Senior,C++,9р,3700
Київ,Senior,Python,5р,3700
Харків,Senior,C++,9р,3700
Київ,Middle,Swift,6р,3700
Львів,Senior,C,9р,3700
Київ,Architect,C# / .NET,7р,3700
Інше,Senior,Ruby,10р,3700
Львів,Senior,C# / .NET,8р,3700
Київ,Senior,Perl,10р,3700
Київ,Senior,C# / .NET,6р,3700
Львів,Senior,C# / .NET,10р,3700
Тернопіль,Senior,Swift,10р,3700
Київ,Middle,Java,6р,3700
Харків,Senior,PHP,10р,3700
Одеса,Senior,Java,10р,3700
Львів,Senior,Swift,10р,3700
Дніпро,Senior,Java,10р,3700
Київ,Senior,C++,10р,3700
Одеса,Middle,Java,10р,3700
Одеса,Senior,TypeScript,8р,3700
Львів,Senior,C++,9р,3700
Львів,Middle,Scala,10р,3700
Харків,Senior,C++,10р,3700
Київ,Middle,JavaScript,6р,3700
Харків,Team Lead,Java,10р,3700
Інше,Senior,Python,10р,3700
Київ,Senior,PHP,10р,3700
Вінниця,Intern/Trainee,Swift,"0,25р",370
Харків,Intern/Trainee,JavaScript,"0,25р",370
Київ,Middle,JavaScript,10р,3686
Івано-Франківськ,Senior,C# / .NET,5р,3685
Київ,Senior,Swift,10р,3680
Київ,Middle,C# / .NET,10р,3662
Дніпро,Senior,Java,10р,3660
Київ,Senior,Python,6р,3655
Київ,Senior,SQL,4р,3655
Інше,Tech Lead,Python,10р,3651
Львів,Senior,Kotlin,5р,3650
Київ,Senior,Java,7р,3650
Київ,Middle,Java,5р,3650
Київ,Senior,Swift,6р,3650
Київ,Senior,TypeScript,5р,3650
Київ,Senior,Java,4р,3650
Вінниця,Tech Lead,JavaScript,10р,3650
Дніпро,Senior,C# / .NET,10р,3650
Київ,Senior,C# / .NET,10р,3650
Київ,Middle,TypeScript,4р,3610
Київ,Senior,PHP,7р,3610
Київ,Middle,C# / .NET,2р,3600
Миколаїв,Senior,JavaScript,2р,3600
Київ,Middle,Java,3р,3600
Харків,Middle,JavaScript,2р,3600
Львів,Team Lead,Python,10р,3600
Суми,Senior,Ruby,5р,3600
Київ,Middle,JavaScript,3р,3600
Київ,Senior,TypeScript,3р,3600
Дніпро,Middle,Ruby,5р,3600
Миколаїв,Middle,JavaScript,5р,3600
Харків,Middle,TypeScript,4р,3600
Суми,Middle,TypeScript,10р,3600
Харків,Middle,Java,4р,3600
Полтава,Senior,C# / .NET,7р,3600
Одеса,Senior,PHP,8р,3600
Київ,Middle,Swift,4р,3600
Запоріжжя,Middle,Kotlin,6р,3600
Чернівці,Senior,C# / .NET,5р,3600
Київ,Middle,TypeScript,3р,3600
Київ,Senior,C# / .NET,5р,3600
Дніпро,Senior,Python,9р,3600
Харків,Middle,Java,4р,3600
Львів,Senior,Kotlin,3р,3600
Львів,Middle,JavaScript,4р,3600
Київ,Senior,"Мови розробки БД (PL/SQL, Transact-SQL)",10р,3600
Тернопіль,Team Lead,C# / .NET,10р,3600
Львів,Middle,C++,5р,3600
Інше,Senior,TypeScript,7р,3600
Київ,Team Lead,C# / .NET,5р,3600
Київ,Senior,JavaScript,9р,3600
Київ,Middle,Python,4р,3600
Суми,Senior,Java,8р,3600
Київ,Team Lead,JavaScript,2р,3600
Харків,Middle,Swift,10р,3600
Київ,Senior,TypeScript,10р,3600
Одеса,Middle,PHP,9р,3600
Київ,Senior,JavaScript,5р,3600
Київ,Middle,C# / .NET,10р,3600
Тернопіль,Senior,C# / .NET,8р,3600
Харків,Senior,Python,6р,3600
Львів,Senior,C,10р,3600
Київ,Senior,C++,7р,3600
Київ,Middle,C++,10р,3600
Дніпро,Senior,JavaScript,10р,3600
Київ,Senior,PHP,5р,3600
Львів,Senior,PHP,10р,3600
Чернівці,Senior,Java,10р,3600
Харків,Senior,C++,10р,3600
