city,title,language,time,money
Київ,Intern/Trainee,Kotlin,"0,5р",530
Київ,Tech Lead,Java,9р,5275
Київ,Tech Lead,Java,9р,5270
Харків,Senior,C# / .NET,4р,5250
Харків,Team Lead,JavaScript,5р,5250
Чернігів,Senior,Python,3р,5250
Харків,Senior,C# / .NET,5р,5250
Київ,Senior,Java,9р,5250
Тернопіль,Senior,JavaScript,10р,5250
Львів,Tech Lead,TypeScript,10р,5250
Харків,Team Lead,JavaScript,6р,5250
Київ,Tech Lead,PHP,10р,5250
Харків,Team Lead,Java,10р,5250
Київ,Tech Lead,C# / .NET,10р,5250
Київ,Team Lead,Python,6р,5250
Харків,Junior,TypeScript,"0,5р",525
Дніпро,Senior,Java,10р,5225
Київ,Senior,Swift,7р,5225
Київ,Senior,TypeScript,9р,5225
Тернопіль,Senior,Ruby,10р,5225
Київ,Senior,Kotlin,8р,5225
Київ,Tech Lead,JavaScript,10р,5225
Київ,Senior,PHP,9р,5220
Херсон,Senior,Java,10р,5200
Харків,Senior,C# / .NET,4р,5200
Вінниця,Senior,JavaScript,5р,5200
Одеса,Senior,C# / .NET,5р,5200
Вінниця,Senior,Swift,4р,5200
Київ,Senior,C# / .NET,10р,5200
Київ,Senior,C# / .NET,4р,5200
Київ,Senior,Java,5р,5200
Одеса,Tech Lead,C# / .NET,7р,5200
Одеса,Senior,C# / .NET,9р,5200
Львів,Senior,Kotlin,8р,5200
Київ,Senior,Java,10р,5200
Київ,Senior,Java,4р,5200
Івано-Франківськ,Architect,Java,7р,5200
Львів,Senior,Java,6р,5200
Київ,Senior,JavaScript,6р,5200
Київ,Senior,PHP,10р,5200
Харків,Senior,C# / .NET,10р,5200
Харків,Architect,Java,9р,5200
Київ,Senior,C# / .NET,4р,5200
Дніпро,Senior,Go,10р,5200
Одеса,Senior,Java,5р,5200
Дніпро,Senior,Python,10р,5200
Львів,Senior,Java,10р,5200
Одеса,Senior,C++,9р,5200
Київ,Senior,JavaScript,5р,5200
Харків,Team Lead,Python,10р,5200
Київ,Senior,Scala,8р,5200
Львів,Team Lead,C# / .NET,6р,5200
Київ,Senior,Java,6р,5200
Київ,Tech Lead,Python,9р,5200
Київ,Senior,Scala,10р,5200
Київ,Senior,Python,9р,5200
Київ,Tech Lead,C# / .NET,10р,5200
Київ,Senior,C# / .NET,5р,5200
Харків,Senior,TypeScript,7р,5200
Київ,Senior,Java,8р,5200
Київ,Senior,PHP,5р,5200
Львів,Team Lead,Objective-C,8р,5200
Львів,Senior,Java,10р,5200
Київ,Team Lead,C++,10р,5200
Харків,Team Lead,Java,8р,5200
Київ,Senior,TypeScript,7р,5200
Київ,Tech Lead,C# / .NET,10р,5200
Київ,Senior,Java,10р,5200
Київ,Senior,Scala,10р,5200
Київ,Team Lead,Python,7р,5200
Рівне,Senior,Kotlin,9р,5200
Київ,Team Lead,PHP,10р,5200
Київ,Senior,Scala,10р,5200
Київ,Senior,Java,10р,5200
Київ,Senior,Java,6р,5200
Київ,Senior,Java,7р,5200
Київ,Team Lead,C# / .NET,7р,5200
Львів,Senior,JavaScript,8р,5200
Івано-Франківськ,Senior,C# / .NET,10р,5200
Київ,Architect,C++,10р,5200
Київ,Architect,Java,10р,5200
Харків,Team Lead,Java,8р,5200
Київ,Middle,JavaScript,10р,5200
Київ,Senior,Java,7р,5200
Київ,Architect,C# / .NET,10р,5200
Львів,Senior,TypeScript,6р,5200
Київ,Tech Lead,Java,10р,5200
Харків,Senior,C++,9р,5200
Київ,Senior,JavaScript,10р,5200
Львів,Tech Lead,Java,10р,5200
Київ,Senior,Ruby,10р,5200
Київ,Senior,TypeScript,6р,5200
Київ,Senior,Java,10р,5200
Київ,Team Lead,TypeScript,10р,5200
Київ,Tech Lead,Swift,10р,5200
Київ,Senior,ABAP,10р,5200
Харків,Architect,Swift,8р,5200
Вінниця,Tech Lead,TypeScript,10р,5200
Київ,Senior,C++,9р,5200
Київ,Senior,Go,7р,5200
Львів,Tech Lead,Java,10р,5200
Київ,Junior,C# / .NET,"0,25р",520
Харків,Junior,Java,"0,5р",520
Харків,Junior,C# / .NET,"0,5р",520
Івано-Франківськ,Junior,JavaScript,"0,5р",520
Тернопіль,Intern/Trainee,C# / .NET,"0,25р",520
Київ,Middle,Ruby,3р,5190
Київ,Senior,Java,6р,5180
Київ,Senior,C# / .NET,10р,5180
Одеса,Middle,JavaScript,5р,5175
Одеса,Senior,C# / .NET,8р,5170
Львів,Team Lead,Salesforce Apex,10р,5170
Київ,Team Lead,Scala,5р,5160
Львів,Tech Lead,Java,9р,5160
Львів,Senior,C# / .NET,6р,5150
Київ,Team Lead,C# / .NET,8р,5150
Київ,Tech Lead,Java,5р,5150
Львів,Senior,SQL,10р,5150
Київ,Middle,C# / .NET,10р,5150
Київ,Team Lead,Python,5р,5130
Львів,Junior,JavaScript,"1,5р",512
Львів,Senior,TypeScript,4р,5100
Київ,Senior,TypeScript,6р,5100
Харків,Senior,C# / .NET,5р,5100
Київ,Middle,C# / .NET,5р,5100
Одеса,Senior,Go,5р,5100
Київ,Senior,JavaScript,5р,5100
Київ,Senior,TypeScript,10р,5100
Вінниця,Senior,Java,10р,5100
Київ,Architect,Python,5р,5100
Львів,Team Lead,Java,8р,5100
Київ,Senior,TypeScript,10р,5100
Київ,Senior,JavaScript,6р,5100
Львів,Senior,JavaScript,6р,5100
Київ,Senior,Java,10р,5100
Київ,Senior,TypeScript,10р,5100
Луцьк,Tech Lead,PHP,10р,5100
Київ,Team Lead,Java,10р,5100
Київ,Senior,C# / .NET,10р,5100
Київ,Senior,SQL,10р,5100
Одеса,Senior,Scala,10р,5100
Львів,Architect,JavaScript,8р,5100
Інше,Senior,TypeScript,10р,5100
Київ,Senior,TypeScript,8р,5100
Київ,Senior,TypeScript,8р,5100
Івано-Франківськ,Architect,Java,10р,5100
Київ,Team Lead,JavaScript,7р,5100
Івано-Франківськ,Team Lead,Ruby,10р,5100
Львів,Intern/Trainee,C# / .NET,"0,5р",510
Київ,Senior,Kotlin,10р,5082
Одеса,Senior,Java,2р,5035
Кривий Ріг,Middle,Ruby,2р,5035
Вінниця,Tech Lead,JavaScript,10р,5035
Київ,Senior,Java,9р,5035
Львів,Tech Lead,C# / .NET,10р,5030
Львів,Senior,Java,5р,5030
Львів,Team Lead,JavaScript,8р,5017
Київ,Senior,C++,10р,5005
Дніпро,Senior,PHP,10р,5000
Івано-Франківськ,Tech Lead,JavaScript,6р,5000
Дніпро,Senior,Kotlin,6р,5000
Інше,Senior,JavaScript,5р,5000
Київ,Senior,TypeScript,3р,5000
Київ,Senior,Python,5р,5000
Одеса,Senior,JavaScript,5р,5000
Харків,Senior,Scala,3р,5000
Київ,Middle,Rust,3р,5000
Івано-Франківськ,Senior,TypeScript,3р,5000
Київ,Senior,Java,7р,5000
Харків,Middle,C# / .NET,3р,5000
Львів,Team Lead,C# / .NET,4р,5000
Харків,Senior,JavaScript,4р,5000
Черкаси,Senior,C# / .NET,7р,5000
Одеса,Team Lead,TypeScript,5р,5000
Київ,Senior,Go,4р,5000
Суми,Senior,TypeScript,4р,5000
Київ,Senior,C# / .NET,6р,5000
Київ,Senior,Python,3р,5000
Харків,Senior,Java,3р,5000
Київ,Senior,Python,5р,5000
Дніпро,Senior,Ruby,5р,5000
Київ,Team Lead,C++,10р,5000
Львів,Middle,Java,5р,5000
Дніпро,Senior,C# / .NET,7р,5000
Одеса,Senior,JavaScript,3р,5000
Івано-Франківськ,Middle,PHP,5р,5000
Запоріжжя,Middle,JavaScript,2р,5000
Київ,Senior,Java,4р,5000
Запоріжжя,Senior,C# / .NET,5р,5000
Київ,Team Lead,Dart,5р,5000
Вінниця,Senior,JavaScript,7р,5000
Київ,Middle,TypeScript,6р,5000
Запоріжжя,Senior,Kotlin,7р,5000
Київ,Senior,C# / .NET,5р,5000
Харків,Senior,C# / .NET,5р,5000
Київ,Senior,Kotlin,5р,5000
Київ,Senior,TypeScript,8р,5000
Харків,Senior,JavaScript,7р,5000
Київ,Senior,Python,10р,5000
Львів,Senior,C# / .NET,6р,5000
Одеса,Senior,Dart,4р,5000
Харків,Senior,TypeScript,5р,5000
Харків,Senior,JavaScript,4р,5000
Харків,Middle,Salesforce Apex,7р,5000
Київ,Senior,Swift,5р,5000
Київ,Team Lead,Python,5р,5000
Дніпро,Senior,PHP,6р,5000
Київ,Senior,C# / .NET,5р,5000
Харків,Senior,Python,6р,5000
Львів,Senior,JavaScript,7р,5000
Харків,Senior,C# / .NET,6р,5000
Київ,Senior,JavaScript,10р,5000
Інше,Middle,Erlang,5р,5000
Київ,Middle,JavaScript,3р,5000
Київ,Senior,Java,6р,5000
Інше,Senior,Ruby,6р,5000
Київ,Senior,Go,5р,5000
Київ,Team Lead,Java,5р,5000
Львів,Senior,Java,9р,5000
Дніпро,Senior,C++,9р,5000
Київ,Middle,C# / .NET,10р,5000
Київ,Senior,JavaScript,5р,5000
Одеса,Senior,JavaScript,5р,5000
Івано-Франківськ,Senior,Ruby,6р,5000
Київ,Middle,Java,5р,5000
Харків,Senior,JavaScript,6р,5000
Ужгород,Senior,JavaScript,7р,5000
Київ,Senior,C# / .NET,5р,5000
Київ,Team Lead,Java,10р,5000
Київ,Senior,JavaScript,10р,5000
Київ,Senior,Python,7р,5000
Київ,Senior,Java,4р,5000
Львів,Senior,JavaScript,7р,5000
Дніпро,Senior,Java,5р,5000
Київ,Middle,Python,6р,5000
Харків,Team Lead,Objective-C,8р,5000
Львів,Senior,JavaScript,3р,5000
Львів,Senior,Java,5р,5000
Київ,Senior,Swift,10р,5000
Дніпро,Team Lead,JavaScript,4р,5000
Київ,Team Lead,Java,5р,5000
Київ,Senior,TypeScript,8р,5000
Дніпро,Senior,PHP,8р,5000
Харків,Senior,C# / .NET,9р,5000
Київ,Senior,Kotlin,4р,5000
Дніпро,Senior,SQL,10р,5000
Київ,Team Lead,PHP,7р,5000
Київ,Senior,TypeScript,5р,5000
Київ,Team Lead,PHP,10р,5000
Одеса,Senior,Objective-C,5р,5000
Київ,Senior,Salesforce Apex,4р,5000
Київ,Senior,Java,5р,5000
Вінниця,Middle,JavaScript,5р,5000
Харків,Team Lead,Elixir,10р,5000
Київ,Senior,PHP,5р,5000
Харків,Senior,C# / .NET,4р,5000
Інше,Senior,Kotlin,10р,5000
Київ,Middle,Swift,3р,5000
Івано-Франківськ,Senior,JavaScript,6р,5000
Львів,Team Lead,C# / .NET,10р,5000
Київ,Senior,Swift,5р,5000
Дніпро,Senior,JavaScript,5р,5000
Тернопіль,Senior,Go,5р,5000
Дніпро,Senior,JavaScript,10р,5000
Львів,Senior,C# / .NET,10р,5000
Харків,Senior,Kotlin,10р,5000
Київ,Senior,Rust,8р,5000
Львів,Senior,C,10р,5000
Дніпро,Senior,TypeScript,9р,5000
Київ,Middle,Rust,"1,5р",5000
Київ,Senior,Ruby,4р,5000
Харків,Senior,JavaScript,10р,5000
Рівне,Senior,Java,7р,5000
Харків,Senior,Python,10р,5000
Рівне,Senior,C# / .NET,5р,5000
Київ,Senior,Python,5р,5000
Київ,Senior,C# / .NET,5р,5000
Дніпро,Senior,TypeScript,10р,5000
Івано-Франківськ,Senior,C# / .NET,10р,5000
Дніпро,Senior,Java,4р,5000
Харків,Senior,Java,10р,5000
Київ,Middle,PHP,3р,5000
Київ,Team Lead,JavaScript,8р,5000
Харків,Team Lead,Java,7р,5000
Київ,Senior,PHP,7р,5000
Київ,Senior,Swift,6р,5000
Львів,Senior,Java,5р,5000
Тернопіль,Senior,C# / .NET,10р,5000
Полтава,Team Lead,C# / .NET,10р,5000
Чернівці,Senior,C# / .NET,10р,5000
Дніпро,Senior,Python,6р,5000
Київ,Middle,JavaScript,3р,5000
Київ,Middle,Swift,3р,5000
Київ,Tech Lead,TypeScript,10р,5000
Київ,Middle,Swift,3р,5000
Львів,Senior,TypeScript,7р,5000
Херсон,Team Lead,C# / .NET,8р,5000
Дніпро,Senior,Java,9р,5000
Львів,Middle,Go,7р,5000
Київ,Senior,C# / .NET,7р,5000
Київ,Senior,TypeScript,6р,5000
Харків,Senior,Java,4р,5000
Київ,Senior,TypeScript,9р,5000
Львів,Tech Lead,C# / .NET,7р,5000
Дніпро,Senior,PHP,10р,5000
Київ,Senior,Java,4р,5000
Дніпро,Senior,Ruby,7р,5000
Харків,Senior,Kotlin,6р,5000
Дніпро,Senior,Swift,7р,5000
Львів,Senior,Go,6р,5000
Львів,Team Lead,Java,5р,5000
Київ,Senior,Java,8р,5000
Київ,Team Lead,JavaScript,7р,5000
Івано-Франківськ,Senior,JavaScript,6р,5000
Київ,Senior,PHP,5р,5000
Київ,Senior,JavaScript,5р,5000
Київ,Tech Lead,PHP,6р,5000
Київ,Senior,Swift,10р,5000
Київ,Senior,PHP,10р,5000
Київ,Senior,JavaScript,7р,5000
Київ,Team Lead,Kotlin,7р,5000
Київ,Senior,TypeScript,7р,5000
Київ,Senior,TypeScript,10р,5000
Львів,Senior,C++,9р,5000
Житомир,Tech Lead,JavaScript,6р,5000
Інше,Senior,C# / .NET,10р,5000
Київ,Senior,Python,4р,5000
Харків,Tech Lead,TypeScript,10р,5000
Київ,Senior,C# / .NET,7р,5000
Львів,Team Lead,Java,8р,5000
Харків,Senior,Dart,10р,5000
Київ,Senior,JavaScript,10р,5000
Київ,Team Lead,C# / .NET,10р,5000
Київ,Architect,Go,6р,5000
Київ,Senior,Go,10р,5000
Київ,Senior,JavaScript,7р,5000
Харків,Tech Lead,C# / .NET,10р,5000
Харків,Team Lead,JavaScript,10р,5000
Київ,Tech Lead,C# / .NET,10р,5000
Київ,Tech Lead,C# / .NET,8р,5000
Київ,Senior,Java,8р,5000
Дніпро,Middle,Go,4р,5000
Київ,Senior,C# / .NET,6р,5000
Київ,Senior,C# / .NET,10р,5000
Київ,Senior,Java,10р,5000
Київ,Senior,Java,7р,5000
Київ,Team Lead,C# / .NET,10р,5000
Львів,Senior,C++,10р,5000
Київ,Senior,Java,10р,5000
Київ,Senior,Dart,10р,5000
Київ,Senior,TypeScript,10р,5000
Черкаси,Team Lead,JavaScript,7р,5000
Харків,Tech Lead,Java,7р,5000
Київ,Senior,TypeScript,5р,5000
Київ,Senior,PHP,8р,5000
Київ,Senior,Java,10р,5000
Київ,Senior,Java,7р,5000
Київ,Senior,PHP,7р,5000
Київ,Senior,Scala,10р,5000
Одеса,Senior,Kotlin,10р,5000
Харків,Senior,Java,10р,5000
Київ,Senior,PHP,7р,5000
Івано-Франківськ,Senior,PHP,10р,5000
Київ,Middle,JavaScript,4р,5000
Київ,Senior,TypeScript,9р,5000
Київ,Team Lead,JavaScript,7р,5000
Київ,Senior,Java,10р,5000
Київ,Team Lead,C# / .NET,10р,5000
Харків,Senior,PHP,6р,5000
Київ,Senior,Java,10р,5000
Київ,Team Lead,SQL,10р,5000
Київ,Team Lead,JavaScript,7р,5000
Харків,Team Lead,C# / .NET,10р,5000
Одеса,Senior,Kotlin,9р,5000
Київ,Team Lead,Python,4р,5000
Київ,Tech Lead,TypeScript,5р,5000
Дніпро,Senior,JavaScript,10р,5000
Харків,Senior,Java,5р,5000
Одеса,Senior,Go,5р,5000
Дніпро,Team Lead,Java,10р,5000
Київ,Team Lead,Java,6р,5000
Київ,Senior,Go,10р,5000
Харків,Senior,Java,10р,5000
Вінниця,Team Lead,Java,10р,5000
Київ,Senior,TypeScript,5р,5000
Київ,Senior,PHP,10р,5000
Київ,Senior,Swift,10р,5000
Київ,Senior,Kotlin,6р,5000
Дніпро,Senior,TypeScript,6р,5000
Київ,Senior,Python,5р,5000
Київ,Tech Lead,Go,8р,5000
Суми,Senior,PHP,10р,5000
Київ,Senior,Java,10р,5000
Житомир,Team Lead,PHP,10р,5000
Вінниця,Senior,PHP,8р,5000
Львів,Senior,C# / .NET,10р,5000
Львів,Team Lead,JavaScript,6р,5000
Київ,Tech Lead,C# / .NET,10р,5000
Київ,Senior,TypeScript,5р,5000
Київ,Senior,Java,6р,5000
Київ,Team Lead,Java,10р,5000
Львів,Senior,Python,6р,5000
Київ,Senior,Scala,7р,5000
Харків,Team Lead,Java,9р,5000
Київ,Senior,Scala,6р,5000
Київ,Senior,Kotlin,9р,5000
Київ,Senior,PHP,10р,5000
Харків,Senior,PHP,10р,5000
Харків,Tech Lead,JavaScript,10р,5000
Київ,Team Lead,C++,10р,5000
Київ,Senior,C# / .NET,10р,5000
Київ,Senior,TypeScript,6р,5000
Львів,Senior,Scala,10р,5000
Київ,Senior,PHP,10р,5000
Харків,Senior,JavaScript,6р,5000
Київ,Tech Lead,Go,8р,5000
Київ,Senior,PHP,7р,5000
Львів,Senior,Java,9р,5000
Київ,Team Lead,Scala,8р,5000
Харків,Tech Lead,C# / .NET,7р,5000
Київ,Team Lead,PHP,10р,5000
Львів,Tech Lead,JavaScript,5р,5000
Київ,Senior,Python,6р,5000
Миколаїв,Senior,Dart,10р,5000
Київ,Architect,PHP,7р,5000
Дніпро,Senior,TypeScript,10р,5000
Київ,Team Lead,C# / .NET,7р,5000
Львів,Middle,JavaScript,9р,5000
Київ,Team Lead,Java,10р,5000
Київ,Senior,Ruby,6р,5000
Ужгород,Senior,JavaScript,7р,5000
Київ,Middle,Salesforce Apex,9р,5000
Харків,Tech Lead,C# / .NET,5р,5000
Київ,Senior,Swift,10р,5000
Харків,Team Lead,C# / .NET,9р,5000
Дніпро,Senior,C# / .NET,6р,5000
Київ,Senior,1С,10р,5000
Київ,Middle,C# / .NET,7р,5000
Львів,Team Lead,SQL,10р,5000
Київ,Architect,C# / .NET,10р,5000
Київ,Senior,Go,10р,5000
Київ,Tech Lead,SQL,10р,5000
Київ,Senior,Java,10р,5000
Львів,Senior,Ruby,10р,5000
Львів,Senior,C# / .NET,10р,5000
Київ,Team Lead,JavaScript,10р,5000
Київ,Senior,Clojure,10р,5000
Одеса,Senior,C++,8р,5000
Львів,Middle,Ruby,6р,5000
Київ,Senior,C# / .NET,5р,5000
Київ,Senior,SQL,10р,5000
Київ,Tech Lead,JavaScript,8р,5000
Львів,Team Lead,Kotlin,10р,5000
Київ,Team Lead,Scala,6р,5000
Київ,Senior,C# / .NET,9р,5000
Київ,Team Lead,PHP,10р,5000
Дніпро,Team Lead,C# / .NET,10р,5000
Київ,Tech Lead,TypeScript,10р,5000
Вінниця,Senior,JavaScript,10р,5000
Київ,Senior,C# / .NET,10р,5000
Вінниця,Senior,Kotlin,10р,5000
Львів,Senior,C# / .NET,10р,5000
Київ,Team Lead,TypeScript,6р,5000
Львів,Senior,C# / .NET,6р,5000
Київ,Senior,Scala,8р,5000
Київ,Senior,C# / .NET,10р,5000
Київ,Senior,Java,10р,5000
Інше,Team Lead,TypeScript,10р,5000
Київ,Architect,JavaScript,10р,5000
Київ,Tech Lead,SQL,10р,5000
Київ,Team Lead,Java,9р,5000
Київ,Architect,C# / .NET,10р,5000
Львів,Team Lead,Java,10р,5000
Київ,Architect,Go,10р,5000
Одеса,Tech Lead,C++,10р,5000
Київ,Tech Lead,C++,8р,5000
Київ,Tech Lead,C# / .NET,6р,5000
Київ,Senior,JavaScript,7р,5000
Львів,Senior,C,9р,5000
Київ,Tech Lead,Python,10р,5000
Київ,Tech Lead,TypeScript,9р,5000
Київ,Senior,Kotlin,9р,5000
Київ,Team Lead,Go,10р,5000
Київ,Senior,C,10р,5000
Львів,Senior,PHP,10р,5000
Київ,Senior,PHP,8р,5000
Чернівці,Team Lead,C++,10р,5000
Київ,Senior,Python,10р,5000
Львів,Senior,PHP,9р,5000
Вінниця,Architect,Kotlin,9р,5000
Київ,Senior,C++,10р,5000
Київ,Tech Lead,PHP,9р,5000
Київ,Tech Lead,Java,9р,5000
Київ,Senior,Python,10р,5000
Київ,Senior,Kotlin,6р,5000
Київ,Senior,C# / .NET,10р,5000
Харків,Architect,C++,10р,5000
Львів,Senior,C# / .NET,6р,5000
Суми,Senior,C++,6р,5000
Київ,Senior,C# / .NET,8р,5000
Інше,Senior,Python,5р,5000
Київ,Team Lead,PHP,10р,5000
Київ,Tech Lead,JavaScript,10р,5000
Київ,Senior,Java,10р,5000
Київ,Tech Lead,TypeScript,5р,5000
Київ,Senior,Swift,7р,5000
Київ,Senior,PHP,10р,5000
Київ,Team Lead,Swift,10р,5000
Київ,Senior,Java,9р,5000
Київ,Senior,TypeScript,5р,5000
Київ,Team Lead,C# / .NET,9р,5000
Львів,Senior,JavaScript,7р,5000
Дніпро,Senior,Swift,7р,5000
Київ,Senior,Kotlin,5р,5000
